"","IndivID","Species","CommonName","FL_cm","TL_cm","Weight_g","Sex","Date","FishingType","d13C","d15N","d34S","d34S_SD","WT.S","WT.S_SD","CN","Notes","Week","Rack"
"2977","PH2-12-1-S","Panopeus herbstii","Mud Crab",NA,1.2,0.4,NA,"10/4/23","Seine",-17.95758052,10.97415022,NA,NA,NA,NA,3.944366321,NA,"12","1"
"2978","CSC1-12-1-S","Callinectes sapidus","Blue Crab",NA,10.9,87.61,NA,"10/4/23","Seine",-17.66611287,12.04377391,NA,NA,NA,NA,3.340226368,NA,"12","1"
"2979","CSC3-12-1-S","Callinectes sapidus","Blue Crab",NA,11.7,117.15,NA,"10/4/23","Seine",-16.23634243,11.21564569,NA,NA,NA,NA,3.329866182,NA,"12","1"
"2980","CSC1-12-2-S","Callinectes sapidus","Blue Crab",NA,3.1,2.26,NA,"10/4/23","Seine",-18.26762388,12.71996124,NA,NA,NA,NA,3.324037933,NA,"12","2"
"2981","CSC1-12-3-S","Callinectes sapidus","Blue Crab",NA,13.3,94.32,NA,"10/4/23","Seine",-16.97230729,12.44022898,NA,NA,NA,NA,3.666546933,NA,"12","3"
"2982","CSC2-12-3-S","Callinectes sapidus","Blue Crab",NA,4.4,5.82,NA,"10/4/23","Seine",-16.53823439,12.50362154,NA,NA,NA,NA,3.391393783,NA,"12","3"
"2983","CSC1-12-4-S","Callinectes sapidus","Blue Crab",NA,13.6,96.4,NA,"10/4/23","Seine",-15.97664479,10.29997536,NA,NA,NA,NA,3.513839796,NA,"12","4"
"2984","CSC2-12-4-S","Callinectes sapidus","Blue Crab",NA,9.6,53,NA,"10/4/23","Seine",-16.50828757,10.76384791,NA,NA,NA,NA,3.559631155,NA,"12","4"
"2985","CSC3-12-4-S","Callinectes sapidus","Blue Crab",NA,13.5,82.7,NA,"10/4/23","Seine",-16.50485829,12.85077128,NA,NA,NA,NA,3.304607052,NA,"12","4"
"2986","PV1-12-2-S","Palaemon vulgaris","Grass Shrimp",NA,3.3,0.28,NA,"10/4/23","Seine",-15.06740067,14.64790009,NA,NA,NA,NA,3.473461994,NA,"12","2"
"2987","PV3-12-3-S","Palaemon vulgaris","Grass Shrimp",NA,2.1,0.13,NA,"10/4/23","Seine",-15.93948492,13.04296143,NA,NA,NA,NA,3.319273961,NA,"12","3"
"2988","PV4-12-3-S","Palaemon vulgaris","Grass Shrimp",NA,2.6,0.11,NA,"10/4/23","Seine",-16.61179948,13.11138515,NA,NA,NA,NA,3.626835192,NA,"12","3"
"2989","PV5-12-3-S","Palaemon vulgaris","Grass Shrimp",NA,2.8,0.13,NA,"10/4/23","Seine",-16.00690028,12.90611399,NA,NA,NA,NA,3.492700436,NA,"12","3"
"2990","PV6-12-3-S","Palaemon vulgaris","Grass Shrimp",NA,2.8,0.17,NA,"10/4/23","Seine",-17.15622524,12.64952506,NA,NA,NA,NA,3.528201812,NA,"12","3"
"2991","PV1-12-4-S","Palaemon vulgaris","Grass Shrimp",NA,2.5,0.15,NA,"10/4/23","Seine",-18.11782949,13.78254131,NA,NA,NA,NA,3.559942232,NA,"12","4"
"2992","PV2-12-4-S","Palaemon vulgaris","Grass Shrimp",NA,2.7,0.32,NA,"10/4/23","Seine",-17.03491965,13.56016423,NA,NA,NA,NA,3.57516513,NA,"12","4"
"2993","PV3-12-4-S","Palaemon vulgaris","Grass Shrimp",NA,3,0.31,NA,"10/4/23","Seine",-15.65570347,11.73385472,NA,NA,NA,NA,3.451848504,NA,"12","4"
"2994","PV4-12-4-S","Palaemon vulgaris","Grass Shrimp",NA,2.2,0.15,NA,"10/4/23","Seine",-16.99494626,13.70003036,NA,NA,NA,NA,3.500349571,NA,"12","4"
"2995","PV5-12-4-S","Palaemon vulgaris","Grass Shrimp",NA,2.4,0.21,NA,"10/4/23","Seine",-16.61291259,13.72216744,NA,NA,NA,NA,3.55833359,NA,"12","4"
"2996","PH1-12-3-S","Panopeus herbstii","Mud Crab",NA,3.1,10.52,NA,"10/4/23","Seine",-15.8160772,13.18584625,NA,NA,NA,NA,3.297770068,NA,"12","3"
"3095","IO4-11-1-14","Ilyanassa obsoleta","Mud Snail",NA,1.7,0.91,NA,"9/27/23","Trap",-15.16020566,11.67107498,NA,NA,NA,NA,3.890351017,NA,"11","1"
"3096","IO1-11-1-14","Ilyanassa obsoleta","Mud Snail",NA,1.8,1.06,NA,"9/27/23","Trap",-15.27625277,10.51773428,NA,NA,NA,NA,3.731532594,NA,"11","1"
"3097","IO2-11-1-14","Ilyanassa obsoleta","Mud Snail",NA,1.6,0.74,NA,"9/27/23","Trap",-15.69400192,10.82863482,NA,NA,NA,NA,3.885735648,NA,"11","1"
"3098","IO1-12-2-3.5","Ilyanassa obsoleta","Mud Snail",NA,1.3,0.64,NA,"10/3/23","Trap",-14.57310039,11.78139452,NA,NA,NA,NA,3.499371041,NA,"12","2"
"3099","IO3-11-1-14","Ilyanassa obsoleta","Mud Snail",NA,1.9,1.4,NA,"9/27/23","Trap",-14.54832767,10.34724044,NA,NA,NA,NA,3.748562145,NA,"11","1"
